zeme,datum,pocet
Mongolsko,2016-01-15,2.0
Rakousko,2016-01-15,111.0
Moldavsko,2016-01-15,5.0
Nigérie,2016-01-15,5.0
Hong Kong,2016-01-15,18.0
Chile,2016-01-15,4.0
Estonsko,2016-01-15,12.0
Niue,2016-01-15,3.0
Jersey,2016-01-15,4.0
Tunisko,2016-01-15,6.0
Mauricius,2016-01-15,4.0
Německo,2016-01-16,32.0
Thajsko,2016-01-16,10.0
Kanada,2016-01-16,16.0
Spojené státy americké,2016-01-16,81.0
Japonsko,2016-01-16,8.0
Rusko,2016-01-16,13.0
Finsko,2016-01-16,4.0
Norsko,2016-01-16,4.0
Švýcarsko,2016-01-16,3.0
Jižní Afrika,2016-01-16,3.0
Maďarsko,2016-01-16,3.0
Slovensko,2016-01-16,28.0
Austrálie,2016-01-16,42.0
Spojené arabské emiráty,2016-01-16,10.0
Itálie,2016-01-16,2.0
Velká Británie a Severní Irsko,2016-01-16,51.0
Kazachstán,2016-01-16,3.0
Turecko (včetně Severokyperské Republiky),2016-01-16,3.0
Bělorusko,2016-01-16,15.0
Ukrajina,2016-01-16,20.0
Polsko,2016-01-16,30.0
Belgie,2016-01-16,2.0
Česká republika,2016-01-16,8.0
Nizozemsko,2016-01-16,6.0
Taiwan,2016-01-16,4.0
Čína,2016-01-16,150.0
Nový Zéland,2016-01-16,5.0
Francie,2016-01-16,28.0
Korejská republika,2016-01-16,3.0
Rakousko,2016-01-16,6.0
Moldavsko,2016-01-16,3.0
Hong Kong,2016-01-16,10.0
Kuba,2016-01-16,15.0
Niue,2016-01-16,9.0
Katar,2016-01-16,4.0
Německo,2016-01-17,6.0
Thajsko,2016-01-17,6.0
Kanada,2016-01-17,2.0
Spojené státy americké,2016-01-17,15.0
Rusko,2016-01-17,16.0
Slovensko,2016-01-17,39.0
Austrálie,2016-01-17,1.0
Itálie,2016-01-17,10.0
Bulharsko,2016-01-17,4.0
Velká Británie a Severní Irsko,2016-01-17,12.0
Brazílie,2016-01-17,3.0
Kazachstán,2016-01-17,5.0
Turecko (včetně Severokyperské Republiky),2016-01-17,4.0
Řecko,2016-01-17,5.0
Ukrajina,2016-01-17,6.0
Polsko,2016-01-17,6.0
Izrael,2016-01-17,1.0
Taiwan,2016-01-17,2.0
Čína,2016-01-17,54.0
Vietnam,2016-01-17,2.0
Francie,2016-01-17,8.0
Švédsko,2016-01-17,2.0
Tunisko,2016-01-17,4.0
Guatemala,2016-01-17,2.0
Německo,2016-01-18,640.0
Thajsko,2016-01-18,36.0
Kanada,2016-01-18,38.0
Portugalsko,2016-01-18,8.0
Lotyšsko,2016-01-18,3.0
Spojené státy americké,2016-01-18,480.0
Japonsko,2016-01-18,48.0
Rusko,2016-01-18,368.0
Indie,2016-01-18,1.0
Irsko,2016-01-18,15.0
Mexiko,2016-01-18,5.0
Finsko,2016-01-18,28.0
Norsko,2016-01-18,45.0
Švýcarsko,2016-01-18,66.0
Jižní Afrika,2016-01-18,16.0
Maďarsko,2016-01-18,55.0
Slovensko,2016-01-18,2388.0
Austrálie,2016-01-18,100.0
Spojené arabské emiráty,2016-01-18,12.0
Uzbekistán,2016-01-18,2.0
Chorvatsko,2016-01-18,6.0
Itálie,2016-01-18,175.0
Bulharsko,2016-01-18,25.0
Kypr,2016-01-18,8.0
Velká Británie a Severní Irsko,2016-01-18,76.0
Brazílie,2016-01-18,5.0
Kazachstán,2016-01-18,6.0
Srbsko,2016-01-18,10.0
Malajsie,2016-01-18,5.0
Turecko (včetně Severokyperské Republiky),2016-01-18,5.0
Bělorusko,2016-01-18,3.0
Etiopie,2016-01-18,5.0
Řecko,2016-01-18,8.0
Slovinsko,2016-01-18,6.0
Island,2016-01-18,2.0
Ukrajina,2016-01-18,17.0
Dánsko,2016-01-18,12.0
Filipíny,2016-01-18,4.0
Litva,2016-01-18,4.0
Polsko,2016-01-18,114.0
Španělsko,2016-01-18,80.0
Belgie,2016-01-18,8.0
Pákistán,2016-01-18,4.0
Česká republika,2016-01-18,48.0
Nizozemsko,2016-01-18,21.0
Izrael,2016-01-18,9.0
Singapur,2016-01-18,20.0
Taiwan,2016-01-18,9.0
Čína,2016-01-18,2520.0
Vietnam,2016-01-18,60.0
Nový Zéland,2016-01-18,20.0
Ázerbájdžán,2016-01-18,2.0
Francie,2016-01-18,27.0
Rumunsko,2016-01-18,2.0
Korejská republika,2016-01-18,20.0
Švédsko,2016-01-18,33.0
Mongolsko,2016-01-18,3.0
Maroko,2016-01-18,3.0
Rakousko,2016-01-18,60.0
Alžírsko,2016-01-18,2.0
Moldavsko,2016-01-18,1.0
Libanon,2016-01-18,4.0
Hong Kong,2016-01-18,5.0
Estonsko,2016-01-18,25.0
Egypt,2016-01-18,1.0
Niue,2016-01-18,5.0
Faerské ostrovy,2016-01-18,3.0
Mali,2016-01-18,2.0
Kostarika,2016-01-18,1.0
Salvador,2016-01-18,1.0
Guadeloupe,2016-01-18,4.0
Guatemala,2016-01-18,3.0
Dominikánská republika,2016-01-18,5.0
Německo,2016-01-19,650.0
Thajsko,2016-01-19,10.0
Kanada,2016-01-19,20.0
Lotyšsko,2016-01-19,9.0
Spojené státy americké,2016-01-19,328.0
Japonsko,2016-01-19,27.0
Rusko,2016-01-19,144.0
Indie,2016-01-19,6.0
Irsko,2016-01-19,24.0
Mexiko,2016-01-19,21.0
Finsko,2016-01-19,12.0
Norsko,2016-01-19,4.0
Bosna a Hercegovina,2016-01-19,2.0
Švýcarsko,2016-01-19,50.0
Jižní Afrika,2016-01-19,5.0
Maďarsko,2016-01-19,12.0
Slovensko,2016-01-19,1348.0
Austrálie,2016-01-19,32.0
Spojené arabské emiráty,2016-01-19,3.0
Chorvatsko,2016-01-19,15.0
Kuvajt,2016-01-19,4.0
Itálie,2016-01-19,42.0
Bulharsko,2016-01-19,10.0
Kypr,2016-01-19,4.0
Lucembursko,2016-01-19,3.0
Velká Británie a Severní Irsko,2016-01-19,156.0
Kolumbie,2016-01-19,2.0
Brazílie,2016-01-19,16.0
Kazachstán,2016-01-19,7.0
Srbsko,2016-01-19,4.0
Malajsie,2016-01-19,10.0
Turecko (včetně Severokyperské Republiky),2016-01-19,30.0
Lichtenštejnsko,2016-01-19,1.0
Bělorusko,2016-01-19,20.0
Řecko,2016-01-19,20.0
Slovinsko,2016-01-19,8.0
Island,2016-01-19,1.0
Ukrajina,2016-01-19,95.0
Dánsko,2016-01-19,36.0
Litva,2016-01-19,12.0
Polsko,2016-01-19,310.0
Španělsko,2016-01-19,60.0
Belgie,2016-01-19,16.0
Peru,2016-01-19,6.0
Arménie,2016-01-19,6.0
Česká republika,2016-01-19,20.0
Nizozemsko,2016-01-19,80.0
Izrael,2016-01-19,3.0
Ekvádor,2016-01-19,2.0
Singapur,2016-01-19,4.0
Čína,2016-01-19,2945.0
Vietnam,2016-01-19,20.0
Nový Zéland,2016-01-19,6.0
Ázerbájdžán,2016-01-19,15.0
Francie,2016-01-19,44.0
Rumunsko,2016-01-19,25.0
Indonésie,2016-01-19,6.0
Korejská republika,2016-01-19,72.0
Švédsko,2016-01-19,32.0
Rakousko,2016-01-19,105.0
Moldavsko,2016-01-19,1.0
Keňa,2016-01-19,2.0
Hong Kong,2016-01-19,6.0
Chile,2016-01-19,8.0
Kuba,2016-01-19,1.0
Estonsko,2016-01-19,4.0
Srí Lanka,2016-01-19,5.0
Egypt,2016-01-19,2.0
Tunisko,2016-01-19,5.0
Gibraltar,2016-01-19,1.0
Kostarika,2016-01-19,12.0
Německo,2016-01-20,280.0
Thajsko,2016-01-20,6.0
Kanada,2016-01-20,75.0
Portugalsko,2016-01-20,8.0
Lotyšsko,2016-01-20,10.0
Spojené státy americké,2016-01-20,198.0
Japonsko,2016-01-20,42.0
Rusko,2016-01-20,213.0
Indie,2016-01-20,3.0
Irsko,2016-01-20,10.0
Finsko,2016-01-20,10.0
Norsko,2016-01-20,20.0
Bosna a Hercegovina,2016-01-20,8.0
Švýcarsko,2016-01-20,135.0
Jižní Afrika,2016-01-20,4.0
Maďarsko,2016-01-20,34.0
Slovensko,2016-01-20,2870.0
Irán,2016-01-20,8.0
Austrálie,2016-01-20,34.0
Uzbekistán,2016-01-20,10.0
Chorvatsko,2016-01-20,6.0
Itálie,2016-01-20,19.0
Bulharsko,2016-01-20,6.0
Kypr,2016-01-20,1.0
Lucembursko,2016-01-20,10.0
Velká Británie a Severní Irsko,2016-01-20,141.0
Brazílie,2016-01-20,5.0
Kazachstán,2016-01-20,16.0
Srbsko,2016-01-20,4.0
Turecko (včetně Severokyperské Republiky),2016-01-20,9.0
Bělorusko,2016-01-20,8.0
Řecko,2016-01-20,9.0
Slovinsko,2016-01-20,16.0
Ukrajina,2016-01-20,92.0
Dánsko,2016-01-20,3.0
Litva,2016-01-20,3.0
Polsko,2016-01-20,225.0
Španělsko,2016-01-20,20.0
Belgie,2016-01-20,56.0
Česká republika,2016-01-20,15.0
Nizozemsko,2016-01-20,76.0
Izrael,2016-01-20,12.0
Singapur,2016-01-20,3.0
Taiwan,2016-01-20,28.0
Čína,2016-01-20,360.0
Saúdská Arábie,2016-01-20,4.0
Vietnam,2016-01-20,40.0
Nový Zéland,2016-01-20,21.0
Francie,2016-01-20,68.0
Rumunsko,2016-01-20,7.0
Korejská republika,2016-01-20,20.0
Švédsko,2016-01-20,14.0
Maroko,2016-01-20,2.0
Rakousko,2016-01-20,48.0
Nigérie,2016-01-20,5.0
Ghana,2016-01-20,3.0
Libanon,2016-01-20,4.0
Bahrajn,2016-01-20,4.0
Hong Kong,2016-01-20,25.0
Chile,2016-01-20,2.0
Kuba,2016-01-20,3.0
Estonsko,2016-01-20,8.0
Egypt,2016-01-20,9.0
Tunisko,2016-01-20,3.0
Gibraltar,2016-01-20,3.0
Francouzská Guyana,2016-01-20,1.0
Kostarika,2016-01-20,2.0
Salvador,2016-01-20,4.0
Německo,2016-01-21,452.0
Thajsko,2016-01-21,8.0
Kanada,2016-01-21,76.0
Portugalsko,2016-01-21,16.0
Lotyšsko,2016-01-21,1.0
Spojené státy americké,2016-01-21,436.0
Japonsko,2016-01-21,24.0
Rusko,2016-01-21,305.0
Indie,2016-01-21,1.0
Irsko,2016-01-21,16.0
Mexiko,2016-01-21,5.0
Finsko,2016-01-21,7.0
Norsko,2016-01-21,12.0
Bosna a Hercegovina,2016-01-21,3.0
Švýcarsko,2016-01-21,46.0
Maďarsko,2016-01-21,42.0
Slovensko,2016-01-21,2192.0
Austrálie,2016-01-21,60.0
Spojené arabské emiráty,2016-01-21,1.0
Chorvatsko,2016-01-21,10.0
Itálie,2016-01-21,22.0
Bulharsko,2016-01-21,25.0
Kypr,2016-01-21,1.0
Velká Británie a Severní Irsko,2016-01-21,117.0
Brazílie,2016-01-21,8.0
Kazachstán,2016-01-21,3.0
Srbsko,2016-01-21,4.0
Turecko (včetně Severokyperské Republiky),2016-01-21,9.0
Bělorusko,2016-01-21,10.0
Řecko,2016-01-21,30.0
Slovinsko,2016-01-21,40.0
Ukrajina,2016-01-21,44.0
Dánsko,2016-01-21,50.0
Filipíny,2016-01-21,10.0
Litva,2016-01-21,15.0
Polsko,2016-01-21,63.0
Španělsko,2016-01-21,70.0
Černá Hora,2016-01-21,2.0
Belgie,2016-01-21,40.0
Pákistán,2016-01-21,6.0
Arménie,2016-01-21,5.0
Česká republika,2016-01-21,16.0
Nizozemsko,2016-01-21,17.0
Izrael,2016-01-21,20.0
Singapur,2016-01-21,5.0
Taiwan,2016-01-21,10.0
Čína,2016-01-21,996.0
Vietnam,2016-01-21,16.0
Nový Zéland,2016-01-21,12.0
Ázerbájdžán,2016-01-21,2.0
Francie,2016-01-21,110.0
Rumunsko,2016-01-21,3.0
Korejská republika,2016-01-21,24.0
Švédsko,2016-01-21,18.0
Mongolsko,2016-01-21,1.0
Rakousko,2016-01-21,72.0
Kyrgyzstán,2016-01-21,20.0
Hong Kong,2016-01-21,5.0
Chile,2016-01-21,1.0
Estonsko,2016-01-21,2.0
Egypt,2016-01-21,4.0
Niue,2016-01-21,3.0
Jordánsko,2016-01-21,4.0
Tunisko,2016-01-21,3.0
Německo,2016-01-22,745.0
Thajsko,2016-01-22,16.0
Kanada,2016-01-22,57.0
Portugalsko,2016-01-22,15.0
Spojené státy americké,2016-01-22,400.0
Japonsko,2016-01-22,24.0
Rusko,2016-01-22,237.0
Indie,2016-01-22,8.0
Irsko,2016-01-22,30.0
Mexiko,2016-01-22,5.0
Finsko,2016-01-22,6.0
Norsko,2016-01-22,32.0
Bosna a Hercegovina,2016-01-22,2.0
Švýcarsko,2016-01-22,87.0
Jižní Afrika,2016-01-22,16.0
Maďarsko,2016-01-22,21.0
Slovensko,2016-01-22,980.0
Austrálie,2016-01-22,9.0
Spojené arabské emiráty,2016-01-22,3.0
Chorvatsko,2016-01-22,15.0
Itálie,2016-01-22,99.0
Bulharsko,2016-01-22,4.0
Kypr,2016-01-22,3.0
Velká Británie a Severní Irsko,2016-01-22,60.0
Kolumbie,2016-01-22,5.0
Brazílie,2016-01-22,2.0
Kazachstán,2016-01-22,26.0
Srbsko,2016-01-22,2.0
Turecko (včetně Severokyperské Republiky),2016-01-22,15.0
Bolívie,2016-01-22,2.0
Bělorusko,2016-01-22,25.0
Řecko,2016-01-22,6.0
Slovinsko,2016-01-22,12.0
Island,2016-01-22,4.0
Ukrajina,2016-01-22,44.0
Dánsko,2016-01-22,44.0
Filipíny,2016-01-22,2.0
Litva,2016-01-22,18.0
Polsko,2016-01-22,108.0
Španělsko,2016-01-22,30.0
Belgie,2016-01-22,8.0
Pákistán,2016-01-22,10.0
Arménie,2016-01-22,12.0
Česká republika,2016-01-22,12.0
Nizozemsko,2016-01-22,46.0
Izrael,2016-01-22,4.0
Ekvádor,2016-01-22,5.0
Singapur,2016-01-22,1.0
Taiwan,2016-01-22,20.0
Čína,2016-01-22,1476.0
Saúdská Arábie,2016-01-22,1.0
Malta,2016-01-22,3.0
Vietnam,2016-01-22,27.0
Nový Zéland,2016-01-22,3.0
Ázerbájdžán,2016-01-22,1.0
Francie,2016-01-22,108.0
Rumunsko,2016-01-22,6.0
Indonésie,2016-01-22,12.0
Korejská republika,2016-01-22,24.0
Švédsko,2016-01-22,10.0
Mongolsko,2016-01-22,8.0
Rakousko,2016-01-22,52.0
Keňa,2016-01-22,2.0
Hong Kong,2016-01-22,10.0
Gruzie,2016-01-22,4.0
Chile,2016-01-22,15.0
Kuba,2016-01-22,5.0
Estonsko,2016-01-22,6.0
Egypt,2016-01-22,10.0
Tunisko,2016-01-22,2.0
Korejská lid. dem. republika,2016-01-22,5.0
Mauricius,2016-01-22,2.0
Nepál,2016-01-22,10.0
Seychely,2016-01-22,2.0
Bermudy,2016-01-22,8.0
Německo,2016-01-23,65.0
Thajsko,2016-01-23,3.0
Kanada,2016-01-23,3.0
Spojené státy americké,2016-01-23,60.0
Japonsko,2016-01-23,15.0
Rusko,2016-01-23,12.0
Irsko,2016-01-23,2.0
Finsko,2016-01-23,3.0
Norsko,2016-01-23,4.0
Švýcarsko,2016-01-23,16.0
Slovensko,2016-01-23,144.0
Austrálie,2016-01-23,3.0
Uzbekistán,2016-01-23,4.0
Chorvatsko,2016-01-23,5.0
Itálie,2016-01-23,4.0
Bulharsko,2016-01-23,6.0
Velká Británie a Severní Irsko,2016-01-23,36.0
Řecko,2016-01-23,2.0
Slovinsko,2016-01-23,3.0
Island,2016-01-23,5.0
Ukrajina,2016-01-23,12.0
Dánsko,2016-01-23,4.0
Polsko,2016-01-23,5.0
Španělsko,2016-01-23,2.0
Belgie,2016-01-23,3.0
Nizozemsko,2016-01-23,4.0
Singapur,2016-01-23,1.0
Taiwan,2016-01-23,6.0
Čína,2016-01-23,260.0
Vietnam,2016-01-23,4.0
Nový Zéland,2016-01-23,6.0
Francie,2016-01-23,12.0
Korejská republika,2016-01-23,20.0
Švédsko,2016-01-23,10.0
Mongolsko,2016-01-23,1.0
Rakousko,2016-01-23,1.0
Moldavsko,2016-01-23,2.0
Estonsko,2016-01-23,2.0
Německo,2016-01-24,2.0
Kanada,2016-01-24,4.0
Spojené státy americké,2016-01-24,16.0
Rusko,2016-01-24,12.0
Irsko,2016-01-24,9.0
Mexiko,2016-01-24,4.0
Slovensko,2016-01-24,18.0
Austrálie,2016-01-24,8.0
Itálie,2016-01-24,10.0
Bulharsko,2016-01-24,10.0
Velká Británie a Severní Irsko,2016-01-24,6.0
Turecko (včetně Severokyperské Republiky),2016-01-24,2.0
Island,2016-01-24,3.0
Ukrajina,2016-01-24,4.0
Litva,2016-01-24,3.0
Pákistán,2016-01-24,5.0
Peru,2016-01-24,4.0
Česká republika,2016-01-24,3.0
Čína,2016-01-24,8.0
Vietnam,2016-01-24,3.0
Nový Zéland,2016-01-24,3.0
Francie,2016-01-24,3.0
Korejská republika,2016-01-24,2.0
Rakousko,2016-01-24,4.0
Gruzie,2016-01-24,1.0
Německo,2016-01-25,149.0
Thajsko,2016-01-25,30.0
Kanada,2016-01-25,19.0
Portugalsko,2016-01-25,6.0
Lotyšsko,2016-01-25,8.0
Spojené státy americké,2016-01-25,254.0
Japonsko,2016-01-25,100.0
Rusko,2016-01-25,160.0
Indie,2016-01-25,8.0
Irsko,2016-01-25,3.0
Mexiko,2016-01-25,6.0
Finsko,2016-01-25,10.0
Norsko,2016-01-25,16.0
Švýcarsko,2016-01-25,22.0
Jižní Afrika,2016-01-25,2.0
Maďarsko,2016-01-25,11.0
Slovensko,2016-01-25,1992.0
Irán,2016-01-25,4.0
Austrálie,2016-01-25,18.0
Spojené arabské emiráty,2016-01-25,2.0
Chorvatsko,2016-01-25,12.0
Itálie,2016-01-25,128.0
Bulharsko,2016-01-25,35.0
Kypr,2016-01-25,4.0
Lucembursko,2016-01-25,5.0
Velká Británie a Severní Irsko,2016-01-25,228.0
Brazílie,2016-01-25,1.0
Kazachstán,2016-01-25,16.0
Srbsko,2016-01-25,3.0
Turecko (včetně Severokyperské Republiky),2016-01-25,12.0
Bělorusko,2016-01-25,9.0
Řecko,2016-01-25,12.0
Slovinsko,2016-01-25,28.0
Island,2016-01-25,2.0
Ukrajina,2016-01-25,64.0
Dánsko,2016-01-25,32.0
Litva,2016-01-25,7.0
Polsko,2016-01-25,51.0
Španělsko,2016-01-25,20.0
Belgie,2016-01-25,42.0
Česká republika,2016-01-25,30.0
Nizozemsko,2016-01-25,60.0
Izrael,2016-01-25,15.0
Makedonie,2016-01-25,2.0
Ekvádor,2016-01-25,3.0
Singapur,2016-01-25,9.0
Taiwan,2016-01-25,36.0
Čína,2016-01-25,654.0
Saúdská Arábie,2016-01-25,3.0
Malta,2016-01-25,2.0
Vietnam,2016-01-25,75.0
Nový Zéland,2016-01-25,14.0
Francie,2016-01-25,156.0
Rumunsko,2016-01-25,10.0
Indonésie,2016-01-25,8.0
Korejská republika,2016-01-25,56.0
Švédsko,2016-01-25,16.0
Mongolsko,2016-01-25,10.0
Rakousko,2016-01-25,175.0
Kyrgyzstán,2016-01-25,15.0
Grónsko,2016-01-25,3.0
Ghana,2016-01-25,1.0
Hong Kong,2016-01-25,1.0
Chile,2016-01-25,5.0
Estonsko,2016-01-25,8.0
Tanzanie,2016-01-25,3.0
Guernsey,2016-01-25,2.0
Niue,2016-01-25,2.0
Tunisko,2016-01-25,12.0
Trinidad a Tobago,2016-01-25,5.0
Německo,2016-01-26,835.0
Thajsko,2016-01-26,30.0
Kanada,2016-01-26,120.0
Portugalsko,2016-01-26,10.0
Lotyšsko,2016-01-26,8.0
Spojené státy americké,2016-01-26,520.0
Japonsko,2016-01-26,45.0
Rusko,2016-01-26,245.0
Indie,2016-01-26,12.0
Irsko,2016-01-26,10.0
Finsko,2016-01-26,20.0
Norsko,2016-01-26,56.0
Bosna a Hercegovina,2016-01-26,3.0
Švýcarsko,2016-01-26,66.0
Jižní Afrika,2016-01-26,3.0
Maďarsko,2016-01-26,21.0
Slovensko,2016-01-26,3050.0
Irán,2016-01-26,3.0
Austrálie,2016-01-26,60.0
Spojené arabské emiráty,2016-01-26,1.0
Uzbekistán,2016-01-26,10.0
Chorvatsko,2016-01-26,7.0
Itálie,2016-01-26,37.0
Bulharsko,2016-01-26,10.0
Kypr,2016-01-26,4.0
Velká Británie a Severní Irsko,2016-01-26,49.0
Srbsko,2016-01-26,9.0
Turecko (včetně Severokyperské Republiky),2016-01-26,27.0
Lichtenštejnsko,2016-01-26,4.0
Bělorusko,2016-01-26,40.0
Řecko,2016-01-26,9.0
Slovinsko,2016-01-26,8.0
Ukrajina,2016-01-26,63.0
Dánsko,2016-01-26,50.0
Litva,2016-01-26,18.0
Polsko,2016-01-26,275.0
Španělsko,2016-01-26,64.0
Belgie,2016-01-26,24.0
Česká republika,2016-01-26,15.0
Nizozemsko,2016-01-26,52.0
Izrael,2016-01-26,45.0
Ekvádor,2016-01-26,1.0
Singapur,2016-01-26,6.0
Taiwan,2016-01-26,7.0
Čína,2016-01-26,579.0
Saúdská Arábie,2016-01-26,3.0
Malta,2016-01-26,3.0
Vietnam,2016-01-26,56.0
Nový Zéland,2016-01-26,10.0
Ázerbájdžán,2016-01-26,3.0
Francie,2016-01-26,20.0
Rumunsko,2016-01-26,12.0
Indonésie,2016-01-26,4.0
Korejská republika,2016-01-26,45.0
Švédsko,2016-01-26,48.0
Maroko,2016-01-26,4.0
Rakousko,2016-01-26,88.0
Moldavsko,2016-01-26,3.0
Irák,2016-01-26,3.0
Chile,2016-01-26,1.0
Estonsko,2016-01-26,3.0
Niue,2016-01-26,2.0
Réunion,2016-01-26,10.0
Portoriko,2016-01-26,2.0
Monako,2016-01-26,4.0
Guadeloupe,2016-01-26,3.0
Německo,2016-01-27,520.0
Thajsko,2016-01-27,13.0
Kanada,2016-01-27,48.0
Portugalsko,2016-01-27,3.0
Lotyšsko,2016-01-27,6.0
Spojené státy americké,2016-01-27,445.0
Turkmenistán,2016-01-27,1.0
Japonsko,2016-01-27,42.0
Rusko,2016-01-27,304.0
Indie,2016-01-27,4.0
Irsko,2016-01-27,12.0
Mexiko,2016-01-27,1.0
Finsko,2016-01-27,12.0
Norsko,2016-01-27,9.0
Švýcarsko,2016-01-27,105.0
Maďarsko,2016-01-27,22.0
Slovensko,2016-01-27,2324.0
Austrálie,2016-01-27,85.0
Spojené arabské emiráty,2016-01-27,8.0
Chorvatsko,2016-01-27,30.0
Itálie,2016-01-27,52.0
Kypr,2016-01-27,7.0
Velká Británie a Severní Irsko,2016-01-27,250.0
Kolumbie,2016-01-27,6.0
Brazílie,2016-01-27,3.0
Kazachstán,2016-01-27,21.0
Srbsko,2016-01-27,6.0
Turecko (včetně Severokyperské Republiky),2016-01-27,20.0
Bělorusko,2016-01-27,15.0
Řecko,2016-01-27,6.0
Slovinsko,2016-01-27,16.0
Ukrajina,2016-01-27,13.0
Dánsko,2016-01-27,35.0
Litva,2016-01-27,6.0
Polsko,2016-01-27,53.0
Španělsko,2016-01-27,26.0
Černá Hora,2016-01-27,8.0
Belgie,2016-01-27,10.0
Peru,2016-01-27,3.0
Arménie,2016-01-27,8.0
Česká republika,2016-01-27,40.0
Nizozemsko,2016-01-27,65.0
Izrael,2016-01-27,6.0
Singapur,2016-01-27,16.0
Taiwan,2016-01-27,11.0
Čína,2016-01-27,376.0
Saúdská Arábie,2016-01-27,4.0
Vietnam,2016-01-27,14.0
Man,2016-01-27,3.0
Ázerbájdžán,2016-01-27,6.0
Francie,2016-01-27,160.0
Rumunsko,2016-01-27,15.0
Indonésie,2016-01-27,3.0
Korejská republika,2016-01-27,5.0
Švédsko,2016-01-27,40.0
Mongolsko,2016-01-27,2.0
Argentina,2016-01-27,2.0
Rakousko,2016-01-27,112.0
Nigérie,2016-01-27,6.0
Hong Kong,2016-01-27,10.0
Gruzie,2016-01-27,5.0
Chile,2016-01-27,1.0
Kuba,2016-01-27,3.0
Estonsko,2016-01-27,9.0
Tunisko,2016-01-27,1.0
Korejská lid. dem. republika,2016-01-27,2.0
Mali,2016-01-27,1.0
Guinea,2016-01-27,1.0
Německo,2016-01-28,309.0
Thajsko,2016-01-28,8.0
Kanada,2016-01-28,105.0
Portugalsko,2016-01-28,8.0
Lotyšsko,2016-01-28,20.0
Spojené státy americké,2016-01-28,291.0
Japonsko,2016-01-28,48.0
Rusko,2016-01-28,355.0
Indie,2016-01-28,6.0
Irsko,2016-01-28,21.0
Finsko,2016-01-28,70.0
Norsko,2016-01-28,18.0
Švýcarsko,2016-01-28,105.0
Maďarsko,2016-01-28,30.0
Slovensko,2016-01-28,1182.0
Irán,2016-01-28,10.0
Albánie,2016-01-28,3.0
Austrálie,2016-01-28,15.0
Spojené arabské emiráty,2016-01-28,9.0
Uzbekistán,2016-01-28,3.0
Chorvatsko,2016-01-28,6.0
Kuvajt,2016-01-28,1.0
Itálie,2016-01-28,72.0
Bulharsko,2016-01-28,30.0
Kypr,2016-01-28,8.0
Velká Británie a Severní Irsko,2016-01-28,168.0
Kolumbie,2016-01-28,4.0
Brazílie,2016-01-28,24.0
Kazachstán,2016-01-28,2.0
Srbsko,2016-01-28,3.0
Malajsie,2016-01-28,8.0
Turecko (včetně Severokyperské Republiky),2016-01-28,6.0
Řecko,2016-01-28,12.0
Slovinsko,2016-01-28,12.0
Island,2016-01-28,6.0
Ukrajina,2016-01-28,52.0
Dánsko,2016-01-28,9.0
Filipíny,2016-01-28,1.0
Polsko,2016-01-28,215.0
Španělsko,2016-01-28,105.0
Černá Hora,2016-01-28,4.0
Belgie,2016-01-28,44.0
Česká republika,2016-01-28,10.0
Nizozemsko,2016-01-28,26.0
Izrael,2016-01-28,16.0
Makedonie,2016-01-28,16.0
Ekvádor,2016-01-28,8.0
Singapur,2016-01-28,8.0
Taiwan,2016-01-28,20.0
Čína,2016-01-28,168.0
Malta,2016-01-28,3.0
Vietnam,2016-01-28,12.0
Ázerbájdžán,2016-01-28,5.0
Francie,2016-01-28,75.0
Rumunsko,2016-01-28,12.0
Indonésie,2016-01-28,1.0
Korejská republika,2016-01-28,2.0
Švédsko,2016-01-28,50.0
Rakousko,2016-01-28,68.0
Alžírsko,2016-01-28,1.0
Kyrgyzstán,2016-01-28,1.0
Moldavsko,2016-01-28,9.0
Hong Kong,2016-01-28,8.0
Botswana,2016-01-28,2.0
Chile,2016-01-28,2.0
Niue,2016-01-28,3.0
Tunisko,2016-01-28,4.0
Nepál,2016-01-28,6.0
Německo,2016-01-29,556.0
Kanada,2016-01-29,85.0
Portugalsko,2016-01-29,12.0
Lotyšsko,2016-01-29,9.0
Spojené státy americké,2016-01-29,465.0
Japonsko,2016-01-29,65.0
Rusko,2016-01-29,364.0
Indie,2016-01-29,4.0
Irsko,2016-01-29,6.0
Mexiko,2016-01-29,9.0
Finsko,2016-01-29,6.0
Norsko,2016-01-29,40.0
Švýcarsko,2016-01-29,116.0
Jižní Afrika,2016-01-29,3.0
Maďarsko,2016-01-29,65.0
Slovensko,2016-01-29,2080.0
Austrálie,2016-01-29,10.0
Spojené arabské emiráty,2016-01-29,8.0
Chorvatsko,2016-01-29,14.0
Itálie,2016-01-29,116.0
Bulharsko,2016-01-29,12.0
Kypr,2016-01-29,6.0
Velká Británie a Severní Irsko,2016-01-29,138.0
Kazachstán,2016-01-29,15.0
Srbsko,2016-01-29,3.0
Malajsie,2016-01-29,9.0
Turecko (včetně Severokyperské Republiky),2016-01-29,15.0
Lichtenštejnsko,2016-01-29,2.0
Bělorusko,2016-01-29,15.0
Řecko,2016-01-29,25.0
Slovinsko,2016-01-29,8.0
Island,2016-01-29,5.0
Ukrajina,2016-01-29,104.0
Dánsko,2016-01-29,12.0
Litva,2016-01-29,10.0
Polsko,2016-01-29,265.0
Španělsko,2016-01-29,55.0
Belgie,2016-01-29,14.0
Peru,2016-01-29,2.0
Arménie,2016-01-29,2.0
