,variable,value
Japonsko,2016-01-15,4.6135
Rusko,2016-01-15,6.241402985074
Indie,2016-01-15,5.054
Irsko,2016-01-15,4.759571428571
Finsko,2016-01-15,4.829
Norsko,2016-01-15,3.094166666666
Švýcarsko,2016-01-15,4.223777777777
Maďarsko,2016-01-15,3.7174
Slovensko,2016-01-15,3.947535564853
Irán,2016-01-15,16.72
Austrálie,2016-01-15,7.58032
Spojené arabské emiráty,2016-01-15,1.75
Chorvatsko,2016-01-15,8.2875
Itálie,2016-01-15,3.001648648648
Bulharsko,2016-01-15,3.70775
Kypr,2016-01-15,3.011666666666
Velká Británie a Severní Irsko,2016-01-15,3.242463414634
Brazílie,2016-01-15,1.413
Kazachstán,2016-01-15,3.2079
Srbsko,2016-01-15,7.465
Turecko (včetně Severokyperské Republiky),2016-01-15,3.524333333333
Bělorusko,2016-01-15,2.89775
Řecko,2016-01-15,4.585
Slovinsko,2016-01-15,5.634
Island,2016-01-15,2.775
Ukrajina,2016-01-15,3.29975
Dánsko,2016-01-15,3.155
Filipíny,2016-01-15,8.965
Litva,2016-01-15,5.9572
Polsko,2016-01-15,3.465914893617
Španělsko,2016-01-15,5.684611111111
Belgie,2016-01-15,3.4708
Arménie,2016-01-15,18.44
Česká republika,2016-01-15,3.065
Nizozemsko,2016-01-15,6.8027
Izrael,2016-01-15,5.810666666666
Singapur,2016-01-15,0.98
Taiwan,2016-01-15,5.1844
Bosna a Hercegovina,2016-01-15,2.985
Čína,2016-01-15,6.388807860262
Saúdská Arábie,2016-01-15,0.5
Vietnam,2016-01-15,6.068470588235
Nový Zéland,2016-01-15,7.289
Ázerbájdžán,2016-01-15,0.8
Francie,2016-01-15,3.875444444444
Rumunsko,2016-01-15,0.605
Indonésie,2016-01-15,3.4365
Korejská republika,2016-01-15,6.027785714285
Švédsko,2016-01-15,3.363222222222
Mongolsko,2016-01-15,6.765
Rakousko,2016-01-15,2.666189189189
Moldavsko,2016-01-15,2.928
Nigérie,2016-01-15,0.13
Hong Kong,2016-01-15,8.833833333333
Chile,2016-01-15,3.8265
Estonsko,2016-01-15,2.726666666666
Niue,2016-01-15,2.63
Jersey,2016-01-15,2.36
Tunisko,2016-01-15,3.119666666666
Mauricius,2016-01-15,0.485
Německo,2016-01-16,2.979
Thajsko,2016-01-16,13.06
Kanada,2016-01-16,10.0
Spojené státy americké,2016-01-16,4.564296296296
Japonsko,2016-01-16,10.69
Rusko,2016-01-16,5.605461538461
Finsko,2016-01-16,3.625
Norsko,2016-01-16,6.26375
Švýcarsko,2016-01-16,1.355
Jižní Afrika,2016-01-16,7.62
Maďarsko,2016-01-16,1.196
Slovensko,2016-01-16,2.546821428571
Austrálie,2016-01-16,8.360071428571
Spojené arabské emiráty,2016-01-16,1.208
Itálie,2016-01-16,2.174
Velká Británie a Severní Irsko,2016-01-16,2.712705882352
Kazachstán,2016-01-16,4.585
Turecko (včetně Severokyperské Republiky),2016-01-16,3.42
Bělorusko,2016-01-16,12.123333333333
Ukrajina,2016-01-16,4.5265
Polsko,2016-01-16,6.243833333333
Belgie,2016-01-16,0.16
Česká republika,2016-01-16,3.16
Nizozemsko,2016-01-16,3.648
Taiwan,2016-01-16,3.98
Čína,2016-01-16,6.809986666666
Nový Zéland,2016-01-16,9.695
Francie,2016-01-16,1.737857142857
Korejská republika,2016-01-16,8.533333333333
Rakousko,2016-01-16,2.155
Moldavsko,2016-01-16,2.688
Hong Kong,2016-01-16,2.7325
Kuba,2016-01-16,1.478666666666
Niue,2016-01-16,4.278
Katar,2016-01-16,2.38
Německo,2016-01-17,2.397666666666
Thajsko,2016-01-17,8.118333333333
Kanada,2016-01-17,12.0035
Spojené státy americké,2016-01-17,4.6722
Rusko,2016-01-17,8.0629375
Slovensko,2016-01-17,2.598923076923
Austrálie,2016-01-17,2.158
Itálie,2016-01-17,6.8425
Bulharsko,2016-01-17,6.264
Velká Británie a Severní Irsko,2016-01-17,3.4535
Brazílie,2016-01-17,0.028
Kazachstán,2016-01-17,0.71
Turecko (včetně Severokyperské Republiky),2016-01-17,5.99
Řecko,2016-01-17,1.472
Ukrajina,2016-01-17,5.117
Polsko,2016-01-17,10.534833333333
Izrael,2016-01-17,4.08
Taiwan,2016-01-17,6.785
Čína,2016-01-17,8.589074074074
Vietnam,2016-01-17,19.565
Francie,2016-01-17,1.0145
Švédsko,2016-01-17,6.45
Tunisko,2016-01-17,0.038
Guatemala,2016-01-17,2.425
Německo,2016-01-18,2.722575
Thajsko,2016-01-18,9.342777777777
Kanada,2016-01-18,3.643578947368
Portugalsko,2016-01-18,3.469
Lotyšsko,2016-01-18,3.36
Spojené státy americké,2016-01-18,4.168875
Japonsko,2016-01-18,6.602625
Rusko,2016-01-18,7.23252173913
Indie,2016-01-18,5.175
Irsko,2016-01-18,2.522
Mexiko,2016-01-18,1.544
Finsko,2016-01-18,5.893285714285
Norsko,2016-01-18,6.371555555555
Švýcarsko,2016-01-18,7.070227272727
Jižní Afrika,2016-01-18,4.85625
Maďarsko,2016-01-18,3.685727272727
Slovensko,2016-01-18,3.904457286432
Austrálie,2016-01-18,4.54404
Spojené arabské emiráty,2016-01-18,5.458333333333
Uzbekistán,2016-01-18,2.515
Chorvatsko,2016-01-18,12.7175
Itálie,2016-01-18,3.497228571428
Bulharsko,2016-01-18,7.7404
Kypr,2016-01-18,13.653
Velká Británie a Severní Irsko,2016-01-18,3.41425
Brazílie,2016-01-18,4.76
Kazachstán,2016-01-18,8.278666666666
Srbsko,2016-01-18,3.2225
Malajsie,2016-01-18,4.415
Turecko (včetně Severokyperské Republiky),2016-01-18,2.0684
Bělorusko,2016-01-18,6.411666666666
Etiopie,2016-01-18,0.251
Řecko,2016-01-18,1.658
Slovinsko,2016-01-18,3.2425
Island,2016-01-18,21.3
Ukrajina,2016-01-18,5.499235294117
Dánsko,2016-01-18,8.3065
Filipíny,2016-01-18,11.5
Litva,2016-01-18,2.657
Polsko,2016-01-18,4.055508771929
Španělsko,2016-01-18,3.3338
Belgie,2016-01-18,5.110125
Pákistán,2016-01-18,1.5625
Česká republika,2016-01-18,3.809333333333
Nizozemsko,2016-01-18,3.143142857142
Izrael,2016-01-18,5.641
Singapur,2016-01-18,23.036
Taiwan,2016-01-18,2.780555555555
Čína,2016-01-18,8.031097619047
Vietnam,2016-01-18,7.609583333333
Nový Zéland,2016-01-18,8.884
Ázerbájdžán,2016-01-18,26.3
Francie,2016-01-18,3.494888888888
Rumunsko,2016-01-18,4.5415
Korejská republika,2016-01-18,13.86375
Švédsko,2016-01-18,8.310181818181
Mongolsko,2016-01-18,11.56
Maroko,2016-01-18,1.505
Rakousko,2016-01-18,5.5257
Alžírsko,2016-01-18,0.017
Moldavsko,2016-01-18,3.35
Hong Kong,2016-01-18,6.4006
Estonsko,2016-01-18,6.722
Libanon,2016-01-18,2.41
Egypt,2016-01-18,6.935
Niue,2016-01-18,10.32
Faerské ostrovy,2016-01-18,7.248333333333
Mali,2016-01-18,2.742
Kostarika,2016-01-18,0.205
Salvador,2016-01-18,3.646
Guadeloupe,2016-01-18,0.8
Guatemala,2016-01-18,2.206
Dominikánská republika,2016-01-18,3.395
Německo,2016-01-19,3.431107692307
Thajsko,2016-01-19,3.0275
Kanada,2016-01-19,8.61345
Lotyšsko,2016-01-19,9.963333333333
Spojené státy americké,2016-01-19,3.908780487804
Japonsko,2016-01-19,2.873555555555
Rusko,2016-01-19,6.095708333333
Indie,2016-01-19,2.058333333333
Irsko,2016-01-19,7.454166666666
Mexiko,2016-01-19,15.695714285714
Finsko,2016-01-19,8.54
Norsko,2016-01-19,6.085
Švýcarsko,2016-01-19,3.69808
Jižní Afrika,2016-01-19,1.48
Maďarsko,2016-01-19,5.05325
Slovensko,2016-01-19,3.431146884273
Austrálie,2016-01-19,2.5143125
Spojené arabské emiráty,2016-01-19,9.0
Chorvatsko,2016-01-19,9.18
Kuvajt,2016-01-19,7.98
Itálie,2016-01-19,3.416952380952
Bulharsko,2016-01-19,0.5375
Kypr,2016-01-19,0.036
Lucembursko,2016-01-19,0.051
Velká Británie a Severní Irsko,2016-01-19,2.102615384615
Kolumbie,2016-01-19,1.984
Brazílie,2016-01-19,4.396
Kazachstán,2016-01-19,8.743142857142
Srbsko,2016-01-19,6.6285
Malajsie,2016-01-19,1.9325
Turecko (včetně Severokyperské Republiky),2016-01-19,1.9335
Lichtenštejnsko,2016-01-19,3.034
Bělorusko,2016-01-19,3.0
Řecko,2016-01-19,6.6475
Slovinsko,2016-01-19,2.5655
Island,2016-01-19,2.92
Ukrajina,2016-01-19,4.548421052631
Dánsko,2016-01-19,7.893888888888
Litva,2016-01-19,2.183
Polsko,2016-01-19,3.305758064516
Španělsko,2016-01-19,3.19135
Belgie,2016-01-19,1.7415
Peru,2016-01-19,1.852
Arménie,2016-01-19,1.1425
Česká republika,2016-01-19,3.8195
Nizozemsko,2016-01-19,2.3854375
Izrael,2016-01-19,1.209333333333
Ekvádor,2016-01-19,4.405
Singapur,2016-01-19,1.625
Bosna a Hercegovina,2016-01-19,0.552
Čína,2016-01-19,7.543105263157
Vietnam,2016-01-19,10.2976
Nový Zéland,2016-01-19,5.9365
Ázerbájdžán,2016-01-19,11.091666666666
Francie,2016-01-19,3.659772727272
Rumunsko,2016-01-19,2.5446
Indonésie,2016-01-19,0.526
Korejská republika,2016-01-19,7.542555555555
Švédsko,2016-01-19,2.77825
Rakousko,2016-01-19,3.070942857142
Moldavsko,2016-01-19,0.067
Keňa,2016-01-19,2.964
Hong Kong,2016-01-19,1.230333333333
Chile,2016-01-19,8.05375
Kuba,2016-01-19,2.268
Estonsko,2016-01-19,1.4975
Srí Lanka,2016-01-19,1.255
Egypt,2016-01-19,1.955
Tunisko,2016-01-19,3.89
Gibraltar,2016-01-19,2.045
Kostarika,2016-01-19,18.095
Německo,2016-01-20,3.884221428571
Thajsko,2016-01-20,5.646666666666
Kanada,2016-01-20,6.25876
Portugalsko,2016-01-20,0.177
Lotyšsko,2016-01-20,3.0825
Spojené státy americké,2016-01-20,3.870828282828
Japonsko,2016-01-20,6.865571428571
Rusko,2016-01-20,5.596605633802
Indie,2016-01-20,3.553333333333
Irsko,2016-01-20,5.1658
Finsko,2016-01-20,5.6062
Norsko,2016-01-20,3.778
Švýcarsko,2016-01-20,5.849444444444
Jižní Afrika,2016-01-20,3.903
Maďarsko,2016-01-20,3.697058823529
Slovensko,2016-01-20,3.629975609756
Irán,2016-01-20,7.1645
Austrálie,2016-01-20,4.820235294117
Uzbekistán,2016-01-20,0.5705
Chorvatsko,2016-01-20,3.668333333333
Itálie,2016-01-20,3.503105263157
Bulharsko,2016-01-20,10.855
Kypr,2016-01-20,2.55
Lucembursko,2016-01-20,0.9888
Velká Británie a Severní Irsko,2016-01-20,2.553170212765
Brazílie,2016-01-20,1.33
Kazachstán,2016-01-20,7.476
Srbsko,2016-01-20,3.685
Turecko (včetně Severokyperské Republiky),2016-01-20,1.321333333333
Bělorusko,2016-01-20,1.3225
Řecko,2016-01-20,1.721
Slovinsko,2016-01-20,2.977125
Ukrajina,2016-01-20,5.991173913043
Dánsko,2016-01-20,2.139666666666
Litva,2016-01-20,1.4
Polsko,2016-01-20,2.600644444444
Španělsko,2016-01-20,3.4311
Belgie,2016-01-20,3.945428571428
Česká republika,2016-01-20,6.286666666666
Nizozemsko,2016-01-20,3.46047368421
Izrael,2016-01-20,2.364333333333
Singapur,2016-01-20,3.884333333333
Taiwan,2016-01-20,4.730714285714
Bosna a Hercegovina,2016-01-20,1.1695
Čína,2016-01-20,6.441816666666
Saúdská Arábie,2016-01-20,1.73
Vietnam,2016-01-20,5.79825
Nový Zéland,2016-01-20,7.601142857142
Francie,2016-01-20,4.156294117647
Rumunsko,2016-01-20,3.571428571428
Korejská republika,2016-01-20,6.7755
Švédsko,2016-01-20,4.922357142857
Maroko,2016-01-20,0.66
Rakousko,2016-01-20,1.614541666666
Nigérie,2016-01-20,7.5
Ghana,2016-01-20,0.669
Bahrajn,2016-01-20,10.86
Hong Kong,2016-01-20,1.7782
Chile,2016-01-20,0.097
Kuba,2016-01-20,1.075
Estonsko,2016-01-20,8.24
Libanon,2016-01-20,4.11
Egypt,2016-01-20,1.778333333333
Tunisko,2016-01-20,4.825
Gibraltar,2016-01-20,0.7
Francouzská Guyana,2016-01-20,4.15
Kostarika,2016-01-20,3.165
Salvador,2016-01-20,3.26
Německo,2016-01-21,2.992787610619
Thajsko,2016-01-21,3.317
Kanada,2016-01-21,5.239947368421
Portugalsko,2016-01-21,2.73475
Lotyšsko,2016-01-21,1.43
Spojené státy americké,2016-01-21,4.593688073394
Japonsko,2016-01-21,2.865916666666
Rusko,2016-01-21,6.294573770491
Indie,2016-01-21,5.3
Irsko,2016-01-21,3.46625
Mexiko,2016-01-21,5.705
Finsko,2016-01-21,3.550714285714
Norsko,2016-01-21,9.327333333333
Švýcarsko,2016-01-21,3.971
Maďarsko,2016-01-21,6.128571428571
Slovensko,2016-01-21,3.597682481751
Austrálie,2016-01-21,6.806666666666
Spojené arabské emiráty,2016-01-21,0.115
Chorvatsko,2016-01-21,3.0666
Itálie,2016-01-21,2.95709090909
Bulharsko,2016-01-21,3.2682
Kypr,2016-01-21,2.755
Velká Británie a Severní Irsko,2016-01-21,3.065076923076
Brazílie,2016-01-21,5.6775
Kazachstán,2016-01-21,19.31
Srbsko,2016-01-21,1.9025
Turecko (včetně Severokyperské Republiky),2016-01-21,2.181333333333
Bělorusko,2016-01-21,5.6498
Řecko,2016-01-21,2.5581
Slovinsko,2016-01-21,6.9236
Ukrajina,2016-01-21,8.25909090909
Dánsko,2016-01-21,6.7088
Filipíny,2016-01-21,18.445
Litva,2016-01-21,3.195666666666
Polsko,2016-01-21,3.194857142857
Španělsko,2016-01-21,9.108928571428
Černá Hora,2016-01-21,4.985
Belgie,2016-01-21,4.65025
Pákistán,2016-01-21,6.636666666666
Arménie,2016-01-21,7.26
Česká republika,2016-01-21,2.98375
Nizozemsko,2016-01-21,6.048705882352
Izrael,2016-01-21,2.088
Singapur,2016-01-21,10.9
Taiwan,2016-01-21,3.1025
Bosna a Hercegovina,2016-01-21,0.25
Čína,2016-01-21,7.851189759036
Vietnam,2016-01-21,6.349375
Nový Zéland,2016-01-21,2.889
Ázerbájdžán,2016-01-21,1.79
Francie,2016-01-21,2.898909090909
Rumunsko,2016-01-21,0.03
Korejská republika,2016-01-21,7.107166666666
Švédsko,2016-01-21,4.841333333333
Mongolsko,2016-01-21,2.85
Rakousko,2016-01-21,4.337555555555
Kyrgyzstán,2016-01-21,12.778
Hong Kong,2016-01-21,0.714
Chile,2016-01-21,2.74
Estonsko,2016-01-21,2.36
Egypt,2016-01-21,1.2
Niue,2016-01-21,7.17
Jordánsko,2016-01-21,0.034
Tunisko,2016-01-21,5.16
Německo,2016-01-22,3.377704697986
Thajsko,2016-01-22,1.876
Kanada,2016-01-22,3.421842105263
Portugalsko,2016-01-22,2.893333333333
Spojené státy americké,2016-01-22,3.59084
Japonsko,2016-01-22,3.903166666666
Rusko,2016-01-22,6.943658227848
Indie,2016-01-22,1.0975
Irsko,2016-01-22,2.882333333333
Mexiko,2016-01-22,2.946
Finsko,2016-01-22,9.937833333333
Norsko,2016-01-22,8.965
Švýcarsko,2016-01-22,4.119172413793
Jižní Afrika,2016-01-22,3.683
Maďarsko,2016-01-22,6.937142857142
Slovensko,2016-01-22,3.968312244897
Austrálie,2016-01-22,3.374555555555
Spojené arabské emiráty,2016-01-22,2.205
Chorvatsko,2016-01-22,6.1928
Itálie,2016-01-22,2.667515151515
Bulharsko,2016-01-22,2.804
Kypr,2016-01-22,3.07
Velká Británie a Severní Irsko,2016-01-22,2.4613
Kolumbie,2016-01-22,9.17
Brazílie,2016-01-22,10.6355
Kazachstán,2016-01-22,10.497846153846
Srbsko,2016-01-22,0.029
Turecko (včetně Severokyperské Republiky),2016-01-22,0.689
Bolívie,2016-01-22,7.3
Bělorusko,2016-01-22,1.9814
Řecko,2016-01-22,2.115
Slovinsko,2016-01-22,1.67625
Island,2016-01-22,0.965
Ukrajina,2016-01-22,5.047681818181
Dánsko,2016-01-22,4.41309090909
Filipíny,2016-01-22,0.089
Litva,2016-01-22,1.761166666666
Polsko,2016-01-22,3.702388888888
Španělsko,2016-01-22,2.7938
Belgie,2016-01-22,1.807625
Pákistán,2016-01-22,0.524
Arménie,2016-01-22,7.111666666666
Česká republika,2016-01-22,0.629
Nizozemsko,2016-01-22,4.087217391304
Izrael,2016-01-22,2.521
Ekvádor,2016-01-22,2.66
Singapur,2016-01-22,20.0
Taiwan,2016-01-22,4.275
Bosna a Hercegovina,2016-01-22,4.74
Čína,2016-01-22,6.423539295392
Saúdská Arábie,2016-01-22,14.57
Malta,2016-01-22,2.655
Vietnam,2016-01-22,8.494333333333
Nový Zéland,2016-01-22,1.44
Ázerbájdžán,2016-01-22,9.49
Francie,2016-01-22,5.449777777777
Rumunsko,2016-01-22,1.315
Indonésie,2016-01-22,17.0405
Korejská republika,2016-01-22,4.736
Švédsko,2016-01-22,3.025
Mongolsko,2016-01-22,12.44
Rakousko,2016-01-22,3.015038461538
Keňa,2016-01-22,2.236
Hong Kong,2016-01-22,1.145
Gruzie,2016-01-22,5.415
Chile,2016-01-22,9.58
Kuba,2016-01-22,0.046
Estonsko,2016-01-22,1.565
Egypt,2016-01-22,1.1545
Korejská lid. dem. republika,2016-01-22,3.225
Tunisko,2016-01-22,0.026
Mauricius,2016-01-22,0.132
Nepál,2016-01-22,1.6125
Seychely,2016-01-22,0.745
Bermudy,2016-01-22,0.925
Německo,2016-01-23,3.670384615384
Thajsko,2016-01-23,6.0
Kanada,2016-01-23,1.808666666666
Spojené státy americké,2016-01-23,2.845466666666
Japonsko,2016-01-23,16.0264
Rusko,2016-01-23,4.0065
Irsko,2016-01-23,3.33
Finsko,2016-01-23,0.083
Norsko,2016-01-23,9.45
Švýcarsko,2016-01-23,2.027
Slovensko,2016-01-23,3.835083333333
Austrálie,2016-01-23,6.23
Uzbekistán,2016-01-23,0.921
Chorvatsko,2016-01-23,4.27
Itálie,2016-01-23,3.7125
Bulharsko,2016-01-23,2.1665
Velká Británie a Severní Irsko,2016-01-23,2.920777777777
Řecko,2016-01-23,8.34
Slovinsko,2016-01-23,3.632
Island,2016-01-23,5.56
Ukrajina,2016-01-23,3.37025
Dánsko,2016-01-23,0.66
Polsko,2016-01-23,10.72
Španělsko,2016-01-23,10.77
Belgie,2016-01-23,0.29
Nizozemsko,2016-01-23,7.1875
Singapur,2016-01-23,5.0
Taiwan,2016-01-23,2.685
Čína,2016-01-23,7.490807692307
Vietnam,2016-01-23,7.8175
Nový Zéland,2016-01-23,3.73
Francie,2016-01-23,3.732
Korejská republika,2016-01-23,7.13
Švédsko,2016-01-23,2.1055
Mongolsko,2016-01-23,13.78
Rakousko,2016-01-23,5.028
Moldavsko,2016-01-23,0.045
Estonsko,2016-01-23,3.725
Německo,2016-01-24,1.246
Kanada,2016-01-24,11.685
Spojené státy americké,2016-01-24,6.26
Rusko,2016-01-24,7.794
Irsko,2016-01-24,6.8
Mexiko,2016-01-24,3.06
Slovensko,2016-01-24,2.945
Austrálie,2016-01-24,9.698875
Itálie,2016-01-24,18.25
Bulharsko,2016-01-24,0.9005
Velká Británie a Severní Irsko,2016-01-24,3.603333333333
Turecko (včetně Severokyperské Republiky),2016-01-24,8.86
Island,2016-01-24,1.73
Ukrajina,2016-01-24,7.0575
Litva,2016-01-24,4.1
Pákistán,2016-01-24,10.32
Peru,2016-01-24,2.094
Česká republika,2016-01-24,0.136
Čína,2016-01-24,8.525625
Vietnam,2016-01-24,6.58
Nový Zéland,2016-01-24,1.208
Francie,2016-01-24,0.062
Korejská republika,2016-01-24,7.395
Rakousko,2016-01-24,0.096
Gruzie,2016-01-24,14.58
Německo,2016-01-25,3.16588590604
Thajsko,2016-01-25,1.348666666666
Kanada,2016-01-25,10.871052631578
Portugalsko,2016-01-25,5.62
Lotyšsko,2016-01-25,0.952
Spojené státy americké,2016-01-25,3.111118110236
Japonsko,2016-01-25,4.83555
Rusko,2016-01-25,6.1484125
Indie,2016-01-25,1.7315
Irsko,2016-01-25,7.278333333333
Mexiko,2016-01-25,0.7795
Finsko,2016-01-25,2.692
Norsko,2016-01-25,6.14925
Švýcarsko,2016-01-25,3.816954545454
Jižní Afrika,2016-01-25,0.938
Maďarsko,2016-01-25,5.896818181818
Slovensko,2016-01-25,3.256686746987
Irán,2016-01-25,1.925
Austrálie,2016-01-25,5.567
Spojené arabské emiráty,2016-01-25,1.515
Chorvatsko,2016-01-25,0.994
Itálie,2016-01-25,2.3449375
Bulharsko,2016-01-25,3.351285714285
Kypr,2016-01-25,3.4655
Lucembursko,2016-01-25,0.538
Velká Británie a Severní Irsko,2016-01-25,2.712087719298
Brazílie,2016-01-25,0.66
Kazachstán,2016-01-25,8.78325
Srbsko,2016-01-25,0.023
Turecko (včetně Severokyperské Republiky),2016-01-25,1.83325
Bělorusko,2016-01-25,0.091
Řecko,2016-01-25,3.589666666666
Slovinsko,2016-01-25,3.665785714285
Island,2016-01-25,3.99
Ukrajina,2016-01-25,6.0674375
Dánsko,2016-01-25,8.700625
Litva,2016-01-25,1.307
Polsko,2016-01-25,2.995588235294
Španělsko,2016-01-25,2.94345
Belgie,2016-01-25,3.432142857142
Česká republika,2016-01-25,3.5385
Nizozemsko,2016-01-25,2.43705
Izrael,2016-01-25,1.447
Makedonie,2016-01-25,6.7655
Ekvádor,2016-01-25,1.377
Singapur,2016-01-25,1.815
Taiwan,2016-01-25,5.924833333333
Čína,2016-01-25,7.553091743119
Saúdská Arábie,2016-01-25,1.0
Malta,2016-01-25,6.4255
Vietnam,2016-01-25,5.164866666666
Nový Zéland,2016-01-25,4.172571428571
Francie,2016-01-25,4.161923076923
Rumunsko,2016-01-25,4.656
Indonésie,2016-01-25,5.81
Korejská republika,2016-01-25,6.183214285714
Švédsko,2016-01-25,6.779875
Mongolsko,2016-01-25,6.585
Rakousko,2016-01-25,4.562285714285
Kyrgyzstán,2016-01-25,13.151666666666
Grónsko,2016-01-25,1.0
Ghana,2016-01-25,3.264
Hong Kong,2016-01-25,1.705
Chile,2016-01-25,5.41
Estonsko,2016-01-25,4.1375
Tanzanie,2016-01-25,12.89
Guernsey,2016-01-25,11.18
Niue,2016-01-25,0.685
Tunisko,2016-01-25,2.464
Trinidad a Tobago,2016-01-25,2.78
Německo,2016-01-26,3.14165269461
Thajsko,2016-01-26,1.380333333333
Kanada,2016-01-26,5.191291666666
Portugalsko,2016-01-26,1.238
Lotyšsko,2016-01-26,5.93125
Spojené státy americké,2016-01-26,4.240807692307
Japonsko,2016-01-26,2.845888888888
Rusko,2016-01-26,6.53081632653
Indie,2016-01-26,1.610666666666
Irsko,2016-01-26,3.3636
Finsko,2016-01-26,0.7275
Norsko,2016-01-26,6.230214285714
Švýcarsko,2016-01-26,3.173681818181
Jižní Afrika,2016-01-26,4.685
Maďarsko,2016-01-26,3.573285714285
Slovensko,2016-01-26,3.723026229508
Irán,2016-01-26,6.525
Austrálie,2016-01-26,3.5596
Spojené arabské emiráty,2016-01-26,0.272
Uzbekistán,2016-01-26,7.1125
Chorvatsko,2016-01-26,1.936428571428
Itálie,2016-01-26,3.11681081081
Bulharsko,2016-01-26,2.207
Kypr,2016-01-26,3.6
Velká Británie a Severní Irsko,2016-01-26,2.585265306122
Srbsko,2016-01-26,2.107333333333
Turecko (včetně Severokyperské Republiky),2016-01-26,2.672666666666
Lichtenštejnsko,2016-01-26,0.52
Bělorusko,2016-01-26,3.710125
Řecko,2016-01-26,7.72
Slovinsko,2016-01-26,2.1005
Ukrajina,2016-01-26,4.925714285714
Dánsko,2016-01-26,5.6201
Litva,2016-01-26,6.618
Polsko,2016-01-26,2.278236363636
Španělsko,2016-01-26,2.9425625
Belgie,2016-01-26,4.6695
Česká republika,2016-01-26,5.26
Nizozemsko,2016-01-26,2.809769230769
Izrael,2016-01-26,3.720555555555
Ekvádor,2016-01-26,2.238
Singapur,2016-01-26,0.934333333333
Taiwan,2016-01-26,4.582142857142
Bosna a Hercegovina,2016-01-26,5.76
Čína,2016-01-26,9.957590673575
Saúdská Arábie,2016-01-26,26.39
Malta,2016-01-26,0.132
Vietnam,2016-01-26,8.617857142857
Nový Zéland,2016-01-26,3.152
Ázerbájdžán,2016-01-26,7.465
Francie,2016-01-26,3.2197
Rumunsko,2016-01-26,7.796
Indonésie,2016-01-26,0.65
Korejská republika,2016-01-26,6.0606
Švédsko,2016-01-26,4.840583333333
